23.567241, 119.564565
//
23.567443, 119.564349
23.567664, 119.564376
23.567647, 119.565567
23.567384, 119.567876
23.567794, 119.568288
23.569405, 119.569744
23.570143, 119.571364
23.571077, 119.572533
23.571874, 119.575269
23.572336, 119.576310
23.572356, 119.576857
23.571569, 119.579067
23.569976, 119.581846
23.569062, 119.587433
23.568839, 119.593442
23.569026, 119.598442
23.572521, 119.599978
23.578767, 119.604234
23.586276, 119.609281
23.591088, 119.612945
23.595858, 119.613241
23.600665, 119.613232
23.606921, 119.612223
23.610499, 119.609734
23.612907, 119.608393
23.614214, 119.607824
23.615836, 119.607320
23.617891, 119.605829
23.619945, 119.605625
23.622127, 119.605443
23.625331, 119.604445
23.626166, 119.603919
23.628152, 119.602277
23.630865, 119.600646
23.632074, 119.599605
23.632929, 119.597545
23.633561, 119.597204
23.637933, 119.597115
23.641216, 119.597212
23.643368, 119.597641
23.645019, 119.598049
23.650633, 119.599829
23.654122, 119.600001
23.657512, 119.600570
23.659762, 119.600334
23.662553, 119.600119
23.665772, 119.599926
23.666588, 119.599347
23.666892, 119.598177
23.666776, 119.595150
23.666717, 119.589764
23.666863, 119.586802
23.667399, 119.583042
23.667340, 119.581991
23.665846, 119.577506
23.664100, 119.573259
23.662628, 119.569879
23.659642, 119.563722
23.660079, 119.561949
23.661189, 119.558677
23.661051, 119.558108
23.660015, 119.556974
23.657479, 119.554031
23.650991, 119.548413
23.642978, 119.542284
23.638952, 119.539533
23.638461, 119.539190
23.636191, 119.536218
23.636014, 119.535510
23.637111, 119.532118
23.637162, 119.531760
23.636824, 119.527952
23.636716, 119.526901
23.637158, 119.522647
23.636842, 119.518575
23.635594, 119.517062
23.634670, 119.516225
23.632510, 119.515196
23.629481, 119.514420
23.622826, 119.513459
23.619916, 119.513094
23.617488, 119.513480
23.615848, 119.513957
23.614354, 119.514762
23.611916, 119.514826
23.609537, 119.514483
23.606972, 119.513881
23.604736, 119.512317
23.602711, 119.510858
23.600070, 119.509847
23.597396, 119.508688
23.594680, 119.506538
23.593952, 119.506248
23.590762, 119.506190
23.588323, 119.506603
23.587236, 119.506176
23.586843, 119.506176
23.585781, 119.506380
23.585362, 119.506501
23.584141, 119.506058
23.582882, 119.505672
23.581977, 119.505543
23.580945, 119.505758
23.580375, 119.505855
23.579343, 119.505458

// 步行
23.579095, 119.506062
23.579636, 119.506867
23.580219, 119.508362
23.580986, 119.511012
23.579698, 119.511624
23.578420, 119.511098
23.576095, 119.511560
23.575702, 119.511689
23.575830, 119.512236
23.575378, 119.513513
23.575024, 119.514543
23.575280, 119.515240

// 牛心灣
23.575750,119.515444
